svensk,german,optional,page,chapter
till slut,endlich,"",194,29
ont i huvudet,Kopfschmerzen,"",199,30
gå ut hårt,gut anfangen,"",207,31
det ligger,es liegt,"",34,6
nej tack,nein danke,"",35,7
Vill du ha?,Willst du etwas?,"",35,7
Något mer?,Noch etwas?,"",39,7
Vad ska vi äta?,Was essen wir?,"",43,8
hög ton,hoher Ton,"",47,9
på vintern,im Winter,"",49,9
Var den bra?,War er gut?,"",54,10
relativt pronomen,Relativpronomen,"",59,11
växa upp,aufwachsen,"",62,11
är känd för,ist bekannt für,"",65,12
på rätt plats,am richtigen Platz,"",72,13
Hur mycket får de kosta?,Wieviel darf es kosten?,"",74,13
ett ögonblick,einen Augenblick,"",74,13
spela roll,eine Rolle spielen,"",75,13
Jag läser svenska.,Ich studiere Schwedisch,"",78,14
hemma hos,zuhause bei,"",79,14
supinum,Partizip des Perfekts,"",81,14
åka snowboard,Snowboard fahren,"",84,15
Det regnar.,Es regnet.,"",86,15
gå ut och röka,zum Rauchen rausgehen,"",87,15
Hur lång tid tar det?,Wie lange dauert das?,"",91,16
Kommer du ihåg?,Erinnerst du dich?,"",95,16
så långt,so weit,"",97,17
ligger i,liegt in,"",101,17
romani chib,Romani,"",110,18
ett par personer,ein paar Leute,"",113,19
Hur då?,Wie denn?,"",120,20
självplock,selbst pflücken,"",123,21
inifrån,von innen,"",133,22
gröna fingrar,grüner Daumen,"",139,22
helan,der ganze,"",148,23
dra sig hemåt,nach hause gehen,"",151,24
hälften,die Hälfte,"",155,24
Vem då?,Wer?,"",158,24
en del,manche,"",161,25
lager på lager,mehrere Kleidungsstücke übereinander,"",165,25
fint väder,schönes Wetter,"",170,26
Aldrig i livet!,Nie im Leben!,"",186,28
vara ledig,frei haben,"",197,29
bland,zwischen / unter,"",211,32
rakt fram,geradeaus,"",34,6
Det var bra så.,Das wärs.,"",35,7
Jag tar den.,Das nehme ich.,"",35,7
titta på,anschauen,"",42,8
Vad synd!,Wie schade!,"",46,9
inte precis,nicht gerade,"",46,9
Vad ska ni/du göra på …?,Was machst du/machen Sie/macht ihr am …?,"",48,9
Vilken … ska vi se?,Welchen … wollen wir sehen?,"",52,10
i höstas,letzten Herbst,"",56,10
tjäna pengar,Geld verdienen,"",62,11
per person,pro Person,"",67,12
Det låter bra.,Das klingt gut.,"",73,13
en storlek större,eine Größe größer,"",74,13
Kan du hjälpa mig?,Kannst du/Können Sie mir helfen?,"",75,13
Hur var den/det/de?,Wie ist es/sind sie? Passt es/passen sie?,"",77,14
Jag ska kolla.,Ich gucke nach.,"",78,14
att göra-lista,To-Do-Liste,"",79,14
första i tolfte,erster zwölfter,"",82,15
Vi ses snart!,Bis demnächst!,"",85,15
Vad är det för väder idag?,Wie ist das Wetter heute?,"",86,15
fast pris,fester Preis,"",93,16
var tionde,jede zehnte,"",97,17
Lite om …,Ein Bisschen von …,"",101,17
det mesta,das meiste,"",108,18
vara trött på,etwas satt haben,"",113,19
i skogen,im Wald,"",115,19
som de är,wie sie sind,"",123,21
nerifrån,von unten,"",133,22
en massa,jede Menge,"",141,23
många fler,viele mehr,"",148,23
Tack för senast!,Danke für letztes Mal!,"",152,24
Varför då?,Warum?,"",158,24
Vad då?,Was?,"",158,24
första klass,erste Klasse,"",165,25
statlig skola,staatliche Schule,"",168,26
hemifrån,von zuhause,"",177,27
mindre än hälften,weniger als die Hälfte,"",190,28
en hel del,ziemlich viel,"",199,30
klockan tre,um drei Uhr,"",35,7
Tar ni kort?,Nehmen Sie Karte?,"",35,7
jag vill ha,ich möchte,"",38,7
sammansatta ord,zusammengesetztes Wort,"",39,7
förlåt mig,Entschuldigung,"",42,8
Ska vi gå på …?,Wollen wir ins … gehen?,"",46,8
Vilka spelar?,Welche spielen?,"",46,9
Kan vi inte … i stället?,Können wir nicht stattdessen …?,"",48,9
Tror ni?,Glaubt ihr?,"",50,9
Hör du?,Hörst du?,"",55,10
possesiva pronomen,Possessivpronomen,"",60,11
sent i livet,spät im Leben,"",65,12
extra kostnad,Extrakosten,"",73,13
för små,zu klein,"",74,13
Tack för hjälpen.,Vielen Dank für die Hilfe.,"",77,14
vilda djur,wilde Tiere,"",79,14
Moderna museet,Museum für moderne Kunst,"",79,14
åka skridskor,Schlittschuh laufen,"",84,15
lägga på,dazugeben,"",87,15
varje dag,jeden Tag,"",96,16
olika platser,verschiedene Plätze,"",98,17
verkstadsprodukter,Produkte aus Werkstätten,"",105,18
bjuda hem,nach hause einladen,"",113,19
förr i tiden,früher,"",123,21
utifrån,von außen,"",133,22
indirekt tal,indirekte Rede,"",144,23
varje år,jedes Jahr,"",148,23
valfri klädsel,wahlfreie Kleidung,"",153,24
Grattis!,Herzlichen Glückwunsch!,"",159,24
lagom,nicht zu viel und nicht zu wenig,"",165,25
icke godkänt,nicht gutgeheißen,"",168,26
högstbjudande,der am meisten bietet,"",178,27
mer än hälften,mehr als de Hälfte,"",190,28
om dagen,pro Tag,"",199,30
helt enkelt,ganz einfach,"",210,31
farfar,Opa väterlicherseits,"",35,7
Vill du äta här eller ta med?,Zum hier Essen oder,"",35,7
jag skulle vilja ha,ich hätte gerne,"",38,7
Vad kostar det?,Wieviel kostet das?,"",41,8
sugen,hungrig auf,"",43,8
Har du/ni lust att?,Hast du/Haben Sie/Habt ihr Lust auf?,"",48,9
Jag gillar att,Ich … gerne,"",51,9
nästa gång,nächstes Mal,"",57,11
Kan du säga det igen?,Kannst du/Können Sie das nochmal sagen?,"",64,12
flytta ihop,zusammenziehen,"",72,13
Vilken storlek har du?,Welche Größe haben Sie?,"",74,13
Har ni …?,Haben Sie …?,"",77,14
första gången,zum ersten Mal,"",79,14
för … år sedan,vor … Jahren,"",83,15
Det snöar.,Es schneit.,"",86,15
första till vänster,erste links,"",91,16
ta flyget,fliegen,"",96,16
på kartan,auf der Karte,"",100,17
fakta om,Fakten über,"",103,17
ett bra sätt,eine gute Methode,"",111,19
varannan,jeder zweite,"",115,19
odlad lax,aufgezogener Lachs,"",123,21
det stämmer,das stimmt,"",133,22
ligga på topp,ganz oben sein,"",135,22
åka båt,Boot fahren,"",141,23
en bit,ein Stück,"",147,23
ont i ryggen,Rückenschmerzen,"",148,23
reflexiva pronomen,Reflexivpronomen,"",157,24
hela tiden,die ganze Zeit,"",160,25
utan att,ohne zu,"",165,25
i bra skick,gut in Schuss,"",175,27
lika … som,so … wie,"",178,27
plats i kön,Platz in der Schlange,"",192,29
smarta telefoner,Smartphones,"",196,29
ha fullt upp,viel zu tun haben,"",199,30
biomedicinsk analytiker,biomedizinische[r] Analytiker/in,"",211,32
en annan dag,einen anderen Tag,"",35,7
Var det bra så?,Das wärs?,"",35,7
den/det där,das da,"",38,7
till vänster,linkerhand,"",42,8
slut,alle/nichts mehr da,"",42,8
Vilken dag?,Welchen Tag?,"",46,9
Hur så?,Wieso?,"",46,9
presens futurum,Präsens mit Futurbedeutung,"",48,9
i så fall,in dem Fall,"",52,10
Din då?,Und deiner?,"",60,11
i slutet av,am Ende von,"",65,12
Hur mycket kostar den?,Wieviel kostet das?,"",74,13
Hur kan jag hjälpa dig?,Kann ich Ihnen helfen?,"",77,14
Vad är det för datum idag?,Welches Datum haben,"",82,15
Det är varmt.,Es ist warm.,"",86,15
Det är molnigt.,Es ist wolkig.,"",86,15
nästa station,nächste Haltestelle,"",93,16
sista utrop,letzte Ansage,"",97,17
Där ligger…,Da liegt …,"",100,17
forna Jugoslavien,ehemalige Jugoslavien,"",105,18
bra idé,gute Idee,"",111,19
fet stil,fette Schrift,"",118,20
vara liten,klein sein,"",133,22
vänliga hälsningar,Mit freundlichen Grüßen,"",141,23
halvan,der halbe,"",148,23
Kläder efter väder!,Kleider dem Wetter entsprechend,"",153,24
Hur mycket då?,Wieviel?,"",158,24
både och,sowohl als auch,"",163,25
relativa bisatser,relative Nebensätze,"",172,26
fortfarande,immer noch,"",179,27
utanför,als Outsider,"",194,29
Krya på dig!,Gute Besserung!,"",203,30
skulle vilja,würde gerne,"",35,7
varsågod,bitte schön,"",35,7
till höger,rechterhand,"",42,8
Vad ska du äta till middag?,Was isst du zum Abendbrot?,"",45,8
ta ett glas …,nimm ein Glas,"",46,9
på landet,auf dem Land,"",49,9
skriv ner,schreib auf,"",53,10
80-talet,80er Jahre,"",56,10
flera gånger,mehrmals,"",61,11
Va?,Wie bitte?,"",64,12
ute på stan,draußen in der Stadt,"",70,13
halva priset,der halbe Preis,"",73,13
Vill du ha hjälp?,Brauchen Sie Hilfe?,"",74,13
Säg till om du behöver hjälp.,Sagen Sie Bescheid wenn Sie Hilfe brauchen.,"",74,13
Vill du prova?,Wollen Sie anprobieren?,"",77,14
Jag lär mig svenska.,Ich lerne Schwedisch.,"",78,14
varm tröja,warmer Pullover,"",79,14
tänk dig att,stell dir vor,"",81,14
i två år nu,seit zwei Jahren,"",83,15
Det är kallt.,Es ist kalt.,"",86,15
Får man röka här inne?,Darf man hier drin rauchen?,"",87,15
andra till höger,zweite rechts,"",91,16
centiliter alkohol,10 ml Alkohol,"",94,16
två dagar sen,vor zwei Tagen,"",97,17
på ön,auf der Insel,"",101,17
det bästa,das beste,"",111,19
Jag håller med.,Das finde ich auch.,"",116,19
Kan vi få notan?,Können wir bitte die Rechnung haben?,"",130,21
uppifrån,von oben,"",133,22
personlig tränare,persönlicher Trainer/in,"",139,22
till lunch,zu Mittag,"",144,23
upp och ner,auf und ab,"",148,23
trivs,fühlt sich wohl,"",158,24
bara vara,einfach sein,"",160,25
helst,am liebsten,"",165,25
det vill säga,das heißt,"",168,26
fast jobb,feste Stelle,"",174,26
eller högstbjudande,oder der am meisten bietet,"",178,27
apropå,à propos,"",187,28
Jag är ledsen,Tut mir leid,"",197,29
typ/typer,av Art/Arten von,"",211,32
javisst,aber ja,"",35,7
Vad gott!,Wie lecker!,"",43,8
Var går den?,Wo läuft der?,"",46,9
Jag tycker om att…,Ich … gerne,"",47,9
vattengympa [vard] = vattengymnastik,Wassergymnastik,"",49,9
gå ut och äta,essen gehen,"",55,10
samma dag,am selben Tag,"",62,11
som vuxen,als Erwachsener,"",65,12
just nu,zur Zeit,"",73,13
för stora,zu groß,"",74,13
Jag tänkte köpa…,Ich wollte … kaufen.,"",77,14
Hur gick det?,Wie lief es?,"",78,14
promenera i …,in … spazieren,"",79,14
i present,zum Geschenk,"",83,15
sluta röka,aufhören zu rauchen,"",87,15
Vilken tur!,Was für ein Glück!,"",94,16
mot,in Richtung,"",98,17
inte bara en…,nicht nur eine …,"",101,17
mitt på dagen,mitten am Tag,"",108,18
åka på,semester in Urlaub fahren,"",113,19
inte heller,auch nicht,"",115,19
Klockan är mycket!,Es ist spät!,"",120,20
mörk choklad,dunkele Schokolade,"",125,21
ringa på dörren,klingeln,"",135,22
två gånger i timmen,zwei Mal die Stunde,"",147,23
Tack för ikväll!,Vielen Dank für diesen Abend!,"",150,24
per vecka,pro Woche,"",157,24
långt ifrån,weit entfernt von,"",160,25
grader Celsius,Grad Celsius,"",163,25
teknisk fysik,technische Physik,"",170,26
i andra hand,zweiter Hand,"",177,27
inte riktigt,nicht ganz,"",181,27
var tredje,jeder dritte,"",199,30
ta det lugnt,es ruhig angehen lassen,"",207,31
en … tack.,ein … bitte.,"",35,7
kan jag få,könnte ich bitte … bekommen,"",39,7
Den börjar klockan …,Er beginnt um … Uhr.,"",46,9
vad kul/roligt/skoj,wie schön/spaßig/lustig,"",48,9
vi tror att,wir glauben dass,"",50,9
utomlands,im Ausland,"",54,10
Vad heter din …?,Wie heißt dein …?,"",60,11
En gång till!,Nochmal!,"",64,12
Eller hur?,Nicht wahr?,"",70,13
öppet köp,Kauf mit Umtauschrecht,"",74,13
Kan jag hjälpa till?,Kann ich helfen?,"",74,13
Sitter de bra?,Passen die?,"",75,13
Har du tid?,Haben Sie Zeit?,"",78,14
gå på museum,ins Museum gehen,"",79,14
Det var 2009,Das war 2009,"",83,15
Det åskar.,Es ist ein Gewitter.,"",86,15
Ska vi bo på vandrarhem/hotell?,Wollen wir in der Jugendherberge/im Hotel wohnen?,"",90,16
en sexa whiskey,60 ml Whiskey,"",94,16
Går bussen ofta?,Geht der Bus oft?,"",97,17
För en … sedan,vor einer/m …,"",98,17
känd person,bekannte Person,"",101,17
kaffe latte,Kaffee Latte,"",108,18
gå ut med hunden,mit dem Hund rausgehen,"",113,19
Inte jag heller,Ich auch nicht,"",116,19
jobba hemifrån,zu hause arbeiten,"",131,22
i förrgår,vorgestern,"",137,22
titta efter,nachschauen,"",147,23
Ta för er!,Greift zu!,"",150,24
Hur många då?,Wieviele?,"",158,24
för att,weil,"",165,25
strax utanför,gerade außerhalb,"",175,27
mellan … och,zwischen … und,"",183,28
ingen fara,nicht schlimm,"",195,29
svårt att andas,Atmungsbeschwerden,"",203,30
